N,static-1,static-8,static-16,static-32,dynamic-1,dynamic-8,dynamic-16,dynamic-32,guided-1,guided-8,guided-16,guided-32,auto
1463,15,12,12,12,32,12,12,12,13,13,20,14,185
1464,43,31,17,14,19,23,13,12,13,13,13,12,7
1465,12,12,12,12,14,13,14,13,13,13,13,12,7
1466,12,12,12,12,14,13,13,12,17,18,13,13,8
1467,13,13,13,13,15,13,13,13,35,15,19,13,7
1468,13,13,16,13,15,13,13,13,15,14,13,13,8
1469,13,13,13,13,16,19,13,13,15,14,13,13,7
1470,12,12,13,15,14,13,13,13,14,13,13,13,8
1471,13,12,12,14,13,12,12,18,14,13,12,12,8
1472,12,12,12,12,14,61,78,70,18,13,34,12,8
1473,12,12,12,12,13,12,12,12,13,13,13,12,7
1474,18,14,13,18,19,12,12,13,14,13,12,12,8
1475,15,12,12,14,14,13,12,13,14,14,13,13,7
1476,12,12,12,14,14,13,12,15,16,13,13,12,7
1477,12,12,12,18,105,21,12,12,14,19,12,13,8
1478,13,13,14,17,15,13,13,17,14,14,14,13,7
1479,17,12,12,12,14,14,16,12,13,13,21,13,7
1480,24,12,12,12,14,12,12,21,14,13,18,13,8
1481,12,12,13,12,14,13,13,12,15,13,13,13,7
1482,12,28,12,12,13,13,13,13,14,13,13,13,8
1483,13,12,13,16,38,12,12,12,14,13,13,12,8
1484,12,16,13,12,13,12,12,12,14,82,13,13,8
1485,13,17,14,12,15,12,12,12,15,13,13,12,8
1486,13,13,13,12,14,12,12,12,13,13,13,13,7
1487,13,13,13,13,15,14,14,51,16,14,14,14,7
1488,13,46,13,13,16,13,13,13,14,14,13,13,7
1489,13,13,13,13,15,23,14,13,15,14,15,14,7
1490,13,13,14,13,19,13,14,13,15,14,14,14,8
1491,12,18,12,12,14,12,12,12,13,13,34,12,9
1492,12,13,12,12,13,12,12,12,14,13,12,13,11
1493,12,12,12,13,13,12,12,12,13,13,12,12,8
1494,12,159,38,12,14,12,12,13,13,13,13,12,13
1495,40,12,12,13,14,12,12,12,20,17,13,12,7
1496,12,14,12,12,14,12,12,12,13,13,13,16,9
1497,12,12,12,12,14,13,12,12,14,13,13,13,8
1498,13,16,30,12,13,13,14,12,14,14,110,13,7
1499,13,13,13,13,15,14,13,17,15,14,14,13,8
1500,13,13,14,13,15,16,14,18,15,14,14,19,7
1501,17,13,13,13,15,20,13,13,14,14,14,19,7
1502,12,16,12,17,14,13,12,12,14,15,13,13,8
1503,13,12,12,12,14,13,12,12,13,15,13,13,8
1504,12,12,12,12,14,12,12,16,13,13,13,20,7
1505,12,14,14,12,14,13,13,13,14,51,13,59,7
1506,12,12,12,12,14,12,12,13,15,13,13,13,26
1507,12,12,14,12,14,12,12,12,13,13,13,13,35
1508,12,12,12,12,14,14,12,12,28,13,13,23,7
1509,13,13,12,23,15,14,25,12,14,23,17,13,17
1510,13,13,13,27,16,14,22,13,14,14,15,15,7
1511,13,22,12,12,41,12,12,13,47,13,13,13,7
1512,12,43,12,32,14,12,15,18,14,13,13,23,7
1513,12,12,13,24,14,13,13,32,14,17,13,67,8
1514,29,27,12,13,14,78,124,14,14,14,13,12,7
1515,13,12,12,12,14,13,12,12,13,13,13,13,8
1516,12,12,12,15,14,12,13,12,24,13,13,19,8
1517,13,12,13,13,17,16,12,12,14,13,13,12,8
1518,13,20,12,12,14,30,14,20,20,13,13,13,7
1519,13,15,108,13,15,13,13,14,14,14,14,14,7
1520,13,13,13,13,15,14,14,13,14,14,14,13,7
1521,14,13,13,13,15,17,13,14,15,14,16,14,8
1522,13,13,13,13,15,13,13,15,17,14,14,14,10
1523,12,12,13,16,15,27,12,19,14,13,12,12,8
1524,12,13,12,12,14,12,12,12,14,13,13,16,7
1525,58,13,12,13,14,12,12,14,14,14,13,13,8
1526,12,12,12,12,14,12,12,13,14,18,17,13,7
1527,12,13,14,13,14,13,13,13,33,13,13,13,8
1528,12,12,12,12,14,12,13,12,14,13,13,13,7
1529,28,25,12,12,14,12,12,13,14,13,13,13,7
1530,12,12,13,16,14,13,13,12,26,14,13,13,7
1531,13,13,13,13,15,13,13,13,14,15,14,15,8
1532,13,13,13,14,16,14,14,13,16,14,14,14,12
1533,13,14,13,13,15,13,14,14,15,14,14,14,7
1534,12,12,30,12,14,12,13,12,14,49,14,13,8
1535,12,16,13,16,14,13,13,13,14,13,13,13,7
1536,12,12,12,155,40,18,12,12,14,15,13,12,8
1537,13,13,12,13,14,12,12,13,14,13,13,13,8
1538,13,12,12,12,14,13,12,13,14,13,13,14,8
1539,12,12,18,41,19,13,20,13,15,14,13,13,8
1540,12,13,12,14,14,13,13,12,14,13,13,13,7
1541,98,16,15,16,14,13,12,12,13,13,13,13,8
1542,13,13,14,13,21,13,13,13,14,14,14,14,8
1543,12,12,13,13,17,13,13,13,14,13,13,12,8
1544,12,12,12,12,14,25,12,15,15,13,13,13,8
1545,12,12,13,12,14,13,12,18,14,13,22,13,8
1546,13,12,13,12,14,13,12,17,18,13,13,13,8
1547,12,12,12,12,14,13,13,12,15,13,13,13,9
1548,12,16,12,14,41,12,12,13,14,15,14,17,8
1549,12,13,12,14,15,13,12,12,14,13,13,13,8
1550,13,13,13,14,14,13,12,12,14,13,14,13,7
1551,13,13,19,17,15,14,40,13,15,14,14,14,9
1552,13,14,26,13,16,14,14,17,15,14,15,14,8
1553,13,13,13,13,16,14,13,14,16,14,15,14,8
1554,13,13,13,17,15,14,13,14,15,16,14,14,12
1555,12,12,12,13,14,13,12,12,14,13,13,13,8
1556,12,12,13,12,14,13,13,13,20,13,13,13,8
1557,13,18,22,13,14,60,12,12,14,13,13,13,8
1558,12,188,25,15,14,14,13,12,13,13,13,13,8
1559,12,13,13,12,14,13,13,13,14,13,13,13,7
1560,13,13,19,13,14,13,13,13,20,13,13,17,8
1561,13,12,13,13,14,13,13,12,14,13,46,13,7
1562,12,13,14,12,14,12,12,13,14,13,106,13,7
1563,13,13,13,14,16,14,14,14,15,14,14,14,9
1564,13,15,14,13,16,14,20,13,15,14,14,14,8
1565,16,14,14,17,16,14,13,14,15,14,14,17,8
1566,12,12,12,13,23,12,13,13,13,13,13,13,7
1567,13,12,15,12,14,15,14,13,14,16,13,13,8
1568,13,12,12,13,14,13,12,13,14,13,14,13,8
1569,12,13,12,12,14,13,12,13,17,17,16,14,14
1570,12,12,13,13,14,13,13,12,14,13,14,13,10
1571,14,31,13,12,14,13,13,13,42,14,13,13,8
1572,12,14,12,13,15,13,20,13,15,13,14,13,8
1573,14,19,13,12,14,13,13,13,14,13,13,13,24
1574,13,13,16,21,23,14,14,14,15,15,14,14,14
1575,13,18,12,12,15,12,12,12,14,13,13,13,8
1576,13,13,12,13,14,13,13,13,14,17,14,13,8
1577,12,12,13,13,14,13,13,12,14,15,13,13,8
1578,13,13,12,13,14,13,12,13,14,21,17,13,8
1579,12,12,19,13,14,13,13,13,14,13,13,90,104
1580,16,13,12,19,14,12,13,13,14,15,13,13,8
1581,12,13,16,12,62,12,13,13,13,13,13,14,8
1582,13,12,12,13,14,13,13,17,14,13,13,13,9
1583,13,14,13,14,16,14,14,13,16,14,14,15,8
1584,13,13,18,13,23,81,37,13,15,14,16,14,8
1585,13,16,14,13,16,16,14,13,15,14,14,51,7
1586,14,13,13,14,16,14,19,13,15,14,14,15,8
1587,13,107,13,13,14,14,13,13,14,13,13,13,8
1588,13,17,13,12,14,12,13,13,14,14,13,15,8
1589,12,13,15,12,15,13,13,13,18,13,14,13,8
1590,12,13,13,12,15,13,13,13,14,13,13,16,8
1591,13,12,12,13,16,13,13,13,14,13,14,13,7
1592,13,15,13,14,14,13,13,12,14,13,13,13,7
1593,13,13,13,13,14,13,13,13,14,13,119,18,8
1594,13,13,13,13,14,13,13,13,15,13,13,14,7
1595,13,94,13,13,17,14,14,14,16,15,15,15,7
1596,13,14,19,14,16,21,14,14,15,14,14,15,8
1597,13,18,13,13,16,14,15,14,15,14,14,14,8
1598,19,13,15,12,14,13,12,12,14,13,13,13,14
1599,13,13,14,13,18,13,13,13,14,13,13,14,8
1600,12,13,12,13,14,195,24,13,14,13,13,62,7
