N,static-1,static-8,static-16,static-32,dynamic-1,dynamic-8,dynamic-16,dynamic-32,guided-1,guided-8,guided-16,guided-32,auto
486,9,9,8,8,42,9,11,16,10,9,9,9,6
487,8,8,8,8,10,8,8,8,9,8,8,8,6
488,8,8,13,8,9,8,9,8,10,8,8,8,5
489,8,14,8,8,105,8,8,8,9,8,9,8,6
490,8,8,8,8,9,8,8,8,12,8,48,8,5
491,8,8,8,8,9,12,8,18,9,8,8,8,6
492,21,8,9,8,9,8,8,8,9,9,40,16,5
493,9,8,8,25,8,8,8,8,9,8,15,11,5
494,8,8,8,8,9,45,18,8,9,9,8,29,5
495,9,8,9,9,16,9,9,9,20,9,9,33,15
496,9,9,20,32,9,9,27,9,20,9,9,16,6
497,9,9,15,10,10,14,9,15,10,127,74,10,5
498,9,9,9,9,9,9,9,9,10,9,9,9,6
499,8,8,8,8,11,8,8,8,9,9,8,8,5
500,8,8,15,8,9,8,11,8,9,16,9,14,6
501,8,9,8,8,9,9,12,8,9,8,8,8,6
502,8,8,8,8,8,8,8,8,10,18,8,16,5
503,9,8,8,8,9,8,8,9,9,9,9,8,6
504,14,8,8,74,36,9,8,8,10,8,9,9,6
505,8,8,8,18,9,8,8,8,9,9,9,9,6
506,8,8,15,8,9,8,33,9,9,9,8,9,5
507,9,9,10,10,10,9,9,9,10,9,68,10,6
508,9,12,11,9,13,9,9,9,10,9,9,9,6
509,9,9,9,9,9,9,9,9,10,17,9,9,5
510,13,35,8,18,9,55,8,9,10,9,8,19,5
511,9,49,8,8,8,8,8,8,9,8,14,8,5
512,8,8,8,9,10,12,13,9,9,8,8,8,6
513,8,8,8,103,10,8,9,8,9,8,27,9,5
514,8,8,8,8,9,8,8,8,10,9,8,8,6
515,8,8,8,8,9,8,8,9,11,9,9,9,5
516,9,9,9,8,15,9,8,8,9,9,8,8,6
517,46,8,16,8,9,8,8,8,9,72,8,8,5
518,8,8,9,8,10,8,8,9,9,9,8,9,10
519,9,7,7,7,8,8,8,7,8,9,8,8,5
520,7,8,8,8,8,8,8,13,9,8,8,8,5
521,8,8,7,7,8,8,8,8,9,8,8,8,6
522,7,35,7,7,10,8,14,8,9,8,8,8,6
523,8,8,8,8,8,8,8,8,9,9,8,8,5
524,8,8,8,8,8,11,8,8,9,8,8,8,6
525,7,8,7,7,8,8,8,8,15,8,9,8,5
526,72,114,13,8,8,7,8,8,9,8,59,8,5
527,9,8,8,8,10,16,9,8,9,11,9,9,5
528,8,30,9,8,9,9,9,9,9,21,9,8,5
529,8,8,8,8,14,9,15,15,9,9,9,9,5
530,8,8,8,8,10,8,8,21,15,10,9,9,5
531,7,8,7,8,8,8,8,8,9,9,8,8,6
532,8,99,10,7,8,8,8,8,9,8,8,8,6
533,8,24,8,8,10,11,8,8,9,8,8,8,6
534,8,8,8,8,8,8,8,8,9,8,8,8,6
535,8,7,11,7,12,8,8,8,9,20,9,8,5
536,7,7,8,7,8,9,8,8,9,15,11,8,5
537,11,8,8,8,8,8,8,8,15,8,8,8,5
538,8,8,8,8,8,8,8,8,9,8,8,8,6
539,9,8,8,8,10,9,36,9,10,9,9,9,6
540,20,16,9,8,9,9,8,9,10,9,9,10,6
541,8,8,9,8,9,9,9,8,15,9,9,9,5
542,8,9,8,8,8,8,8,8,9,8,8,8,5
543,8,8,8,8,19,8,8,8,9,8,8,9,6
544,8,8,7,8,8,8,8,8,9,8,8,8,43
545,8,7,8,7,8,8,15,8,9,8,8,8,6
546,8,8,8,8,8,27,8,8,9,10,8,8,6
547,8,7,8,8,8,8,8,8,9,8,8,8,5
548,8,8,12,8,13,8,8,8,9,8,8,8,5
549,8,8,10,8,8,8,14,8,9,9,16,8,10
550,9,8,8,8,9,9,8,9,10,9,14,9,5
551,8,39,7,8,8,8,8,8,9,8,8,8,6
552,8,8,12,8,8,8,8,8,9,9,8,8,6
553,9,14,7,8,8,8,8,8,9,8,12,9,43
554,8,8,8,8,8,11,10,9,9,8,8,9,6
555,8,8,8,8,8,8,19,8,9,9,8,8,124
556,70,9,8,8,8,8,8,29,9,8,14,13,5
557,13,8,8,8,8,8,8,51,9,8,15,9,5
558,8,8,8,8,8,8,8,8,9,8,8,8,5
559,9,8,8,11,11,12,9,9,10,9,9,9,11
560,8,9,9,8,10,9,27,9,14,10,9,9,7
561,9,9,9,8,9,9,9,9,10,15,9,101,7
562,9,8,9,15,10,9,9,9,11,9,9,9,5
563,8,8,8,8,8,8,8,8,10,8,9,8,5
564,9,8,8,8,13,8,8,8,9,8,8,8,6
565,9,13,8,8,9,8,8,8,9,12,8,8,11
566,14,8,8,9,9,8,8,8,9,13,9,9,6
567,8,8,8,8,8,8,8,8,9,8,13,27,5
568,8,8,8,8,8,8,8,8,9,30,8,8,5
569,8,8,8,13,8,8,8,14,9,9,8,8,6
570,8,9,8,8,8,8,8,8,9,9,8,8,5
571,10,9,9,8,9,9,14,9,9,9,9,9,5
572,9,9,8,8,10,9,9,9,10,9,9,9,6
573,10,8,11,9,11,9,11,9,10,9,16,9,11
574,8,8,8,8,8,8,8,8,9,9,8,8,5
575,8,8,8,8,9,8,8,8,11,9,8,8,6
576,8,8,8,8,9,8,8,14,10,9,8,8,5
577,8,8,8,8,9,8,8,9,9,8,8,8,5
578,8,19,8,8,9,8,8,11,9,8,8,8,9
579,8,8,8,8,68,8,8,15,11,8,8,8,5
580,8,8,8,8,8,8,14,8,9,9,9,8,5
581,8,8,8,9,8,8,8,8,9,9,8,8,5
582,9,9,9,9,10,9,15,9,10,9,9,9,6
583,8,8,8,8,8,8,8,8,9,8,8,8,5
584,8,14,8,8,14,8,8,8,9,8,8,8,5
585,8,8,8,9,11,8,22,8,9,8,148,44,6
586,21,14,8,8,8,9,8,8,9,8,8,8,28
587,8,14,115,8,9,8,8,10,9,9,8,8,6
588,8,8,8,8,9,8,8,8,9,8,9,9,5
589,8,8,8,9,9,8,8,8,9,8,8,17,6
590,8,9,24,8,8,9,8,8,9,8,9,15,5
591,9,9,9,9,10,9,39,68,10,9,17,27,12
592,9,9,9,9,10,9,37,9,10,9,10,9,5
593,9,20,12,9,10,9,9,9,10,9,9,11,6
594,9,8,11,9,10,26,9,9,10,10,9,9,11
595,19,8,8,8,8,8,10,11,16,9,8,9,6
596,10,8,8,8,9,8,8,8,9,8,8,8,6
597,8,8,8,8,8,8,8,8,9,8,8,9,6
598,8,8,8,8,8,8,8,9,9,9,8,8,5
599,8,13,8,8,8,8,9,9,10,9,9,8,5
600,8,8,8,8,9,8,56,16,9,8,8,8,9
601,8,8,8,8,8,8,54,92,40,51,18,11,6
602,11,13,12,12,9,8,9,8,9,8,343,177,258
603,187,125,44,15,48,9,147,11,14,10,208,253,194
604,16,10,9,12,10,10,9,10,12,16,9,9,10
605,9,16,22,10,11,10,9,9,14,27,11,9,5
606,8,9,9,9,10,9,11,8,9,8,10,12,7
607,11,15,9,8,9,8,8,8,12,11,11,12,6
608,16,106,11,8,9,8,9,8,9,9,8,8,6
609,8,8,8,8,9,8,8,8,20,8,8,23,5
610,8,8,8,8,8,9,11,9,9,9,9,8,5
611,41,8,8,9,10,8,8,8,10,9,9,38,5
612,8,8,8,9,9,8,8,10,9,9,8,11,6
613,8,49,8,8,10,8,8,8,9,9,8,8,6
614,9,9,40,9,10,9,9,52,10,9,9,9,5
615,8,8,8,8,9,8,8,9,10,9,8,9,5
616,10,8,13,8,9,8,8,12,10,13,8,8,6
617,8,8,10,8,9,8,9,8,9,9,10,9,6
618,8,8,8,8,9,11,8,8,9,9,8,10,6
619,8,8,8,9,10,8,9,8,9,8,10,9,6
620,8,8,8,8,9,8,8,8,9,47,9,9,5
621,8,8,8,8,9,8,8,14,18,28,30,33,8
622,10,8,8,8,9,8,11,9,9,9,8,8,5
623,9,9,9,9,10,10,9,9,10,10,10,9,5
624,9,9,9,9,10,9,9,9,10,10,10,9,5
625,9,9,10,9,10,13,9,9,10,10,9,9,6
626,9,9,34,9,10,9,9,9,10,9,9,9,6
627,8,8,8,8,9,8,14,8,10,9,8,9,6
628,9,8,8,8,10,8,8,8,9,13,8,9,5
629,8,36,8,15,9,8,8,8,9,15,9,8,6
630,67,122,12,12,9,8,8,8,9,9,9,8,5
631,8,8,8,10,9,8,8,8,10,9,8,34,5
632,20,8,8,8,9,8,8,8,9,9,9,9,6
633,8,8,8,8,37,8,8,12,10,9,8,8,7
634,8,9,8,8,9,8,8,9,9,9,9,8,5
635,9,9,9,9,10,30,9,9,23,57,99,14,6
636,9,9,9,9,10,9,10,13,10,10,10,9,6
637,9,9,9,9,10,9,9,10,10,10,15,9,5
638,9,8,8,9,9,8,8,10,9,9,8,28,6
639,8,8,8,8,9,20,8,8,9,9,9,9,6
640,8,8,8,9,9,11,8,8,9,9,9,8,6
641,8,8,8,9,9,9,8,9,10,8,19,8,6
642,8,8,8,8,9,8,8,15,9,9,9,8,8
643,8,8,8,8,9,8,9,8,9,9,9,9,6
644,8,8,8,8,10,9,9,9,10,9,9,8,5
645,8,11,8,8,13,9,11,8,37,9,9,8,6
646,9,9,9,9,10,9,9,9,11,9,11,10,6
647,13,8,8,9,9,9,8,8,9,9,9,8,6
648,8,8,9,23,9,11,8,8,9,9,9,8,29
649,8,8,8,9,9,9,8,8,9,9,9,27,5
650,8,8,9,8,12,8,17,10,19,9,8,30,5
651,12,8,32,8,9,9,8,112,9,9,9,11,6
652,8,8,9,12,9,8,9,8,16,9,9,9,6
653,8,8,8,9,12,9,10,8,14,9,9,9,6
654,9,8,8,16,52,15,8,9,10,21,10,9,5
655,9,9,10,15,10,9,9,9,11,20,11,9,6
656,13,9,10,9,10,9,16,9,10,10,9,10,10
657,11,9,9,12,10,123,75,10,10,10,10,10,5
658,9,9,9,10,10,10,9,9,10,10,10,9,5
659,8,8,8,8,9,8,8,8,9,9,9,21,6
660,9,10,9,8,9,8,9,14,9,9,9,9,6
661,10,18,8,8,9,9,8,8,10,9,8,32,6
662,8,8,8,8,9,8,9,26,10,9,15,8,6
663,8,8,9,8,9,9,11,103,11,9,9,8,6
664,8,15,8,8,15,8,14,9,10,9,9,9,5
665,9,8,8,8,9,8,9,8,11,9,9,9,6
666,10,8,8,8,15,9,8,14,9,10,9,9,5
667,9,9,9,9,17,35,9,23,12,11,12,9,6
668,9,9,10,9,10,9,9,9,11,10,12,10,6
669,9,9,9,9,10,14,9,9,10,49,10,9,5
670,9,8,8,28,9,9,8,9,9,9,9,9,6
671,9,9,8,8,10,9,8,8,10,10,9,8,6
672,9,8,8,13,11,10,8,8,10,9,9,9,6
673,76,8,8,8,10,8,9,9,9,9,22,8,5
674,15,8,8,9,9,9,8,9,10,9,9,9,5
675,8,10,9,8,9,9,9,9,10,15,9,9,5
676,9,8,8,8,9,8,8,9,10,10,9,9,6
677,8,8,9,8,9,9,15,9,10,9,9,9,6
678,9,10,9,10,11,11,9,10,10,10,10,37,6
679,8,8,16,9,9,9,9,8,9,9,9,8,6
680,8,8,9,8,9,9,8,8,9,9,9,9,6
681,9,8,8,9,9,17,9,31,10,9,9,8,6
682,21,8,8,13,9,9,18,8,10,9,9,9,6
683,11,8,8,9,9,11,8,9,10,9,15,8,6
684,8,8,9,8,12,9,9,8,10,9,9,8,9
685,8,9,46,9,47,145,15,13,11,9,9,8,6
686,16,82,8,8,15,11,8,8,10,9,9,8,6
687,9,9,9,9,10,10,9,10,11,10,10,9,24
688,9,10,9,9,10,15,10,10,16,10,10,9,6
689,9,9,11,9,10,10,9,9,10,10,10,10,6
690,9,9,9,9,11,10,11,16,11,10,10,9,6
691,104,11,26,8,9,9,9,9,10,9,9,8,6
692,9,8,8,14,124,8,8,8,9,10,9,9,6
693,9,9,8,9,9,33,9,9,10,9,11,9,6
694,9,8,8,8,24,54,9,9,10,9,9,9,6
695,8,8,8,8,9,22,8,8,10,9,9,8,6
696,9,34,9,8,9,9,9,9,10,9,9,9,6
697,8,8,8,8,9,8,9,9,10,9,9,9,6
698,9,8,15,9,9,9,13,9,9,10,9,9,7
699,9,9,10,9,12,9,10,9,10,10,9,14,6
700,9,9,9,9,21,9,12,9,10,10,10,10,6
701,10,9,9,37,10,9,10,10,11,10,10,10,6
702,9,9,16,9,9,9,9,9,9,9,9,9,6
703,9,8,8,9,9,9,9,36,10,9,9,9,6
704,9,8,9,8,13,9,9,9,10,9,13,9,6
705,10,8,8,10,9,9,8,9,10,10,9,9,6
706,8,9,8,8,10,9,14,8,9,9,9,9,9
707,15,8,8,8,9,9,9,9,10,9,9,9,11
708,9,8,8,8,16,11,9,8,10,9,12,9,6
709,9,8,8,9,9,9,8,9,57,10,11,9,5
710,9,9,9,9,13,10,10,10,11,16,10,9,7
711,9,9,8,9,9,9,9,9,10,9,9,9,6
712,8,9,89,102,16,9,9,8,10,9,9,9,6
713,9,9,8,8,9,13,9,9,9,9,21,9,6
714,8,8,8,8,9,9,9,9,9,9,9,9,6
715,9,9,26,9,9,9,9,9,10,9,13,10,6
716,14,9,9,8,9,9,10,9,14,9,9,9,6
717,9,8,8,10,9,9,11,9,10,9,9,9,6
718,9,9,9,9,12,107,9,9,10,9,9,22,6
719,11,10,10,9,10,9,9,9,11,10,10,10,6
720,10,9,9,9,11,10,10,18,11,10,10,10,6
721,9,10,9,24,11,16,10,9,17,10,10,16,5
722,9,9,10,10,10,10,10,12,11,29,10,10,6
723,9,8,9,8,10,9,9,82,10,9,9,9,6
724,9,9,8,8,10,51,8,8,11,9,9,11,6
725,8,8,9,9,9,9,9,55,10,9,9,9,6
726,9,9,9,13,10,9,9,9,10,9,9,9,6
727,9,11,9,13,10,9,9,9,10,10,9,10,6
728,9,8,27,8,9,9,27,9,10,9,9,9,9
729,9,9,9,9,10,9,9,9,10,9,9,10,6
730,9,11,8,9,10,9,9,9,10,9,9,9,6
731,10,10,16,10,11,10,10,9,11,10,10,10,6
732,9,9,9,36,11,10,15,16,11,10,10,10,12
733,14,9,10,9,11,10,11,9,11,10,10,168,6
734,9,8,8,9,12,9,9,9,10,10,9,9,6
735,21,8,9,9,10,9,11,9,10,10,9,9,6
736,9,9,9,9,9,9,32,9,10,10,9,9,6
737,9,9,9,8,10,10,9,9,10,9,9,9,8
738,11,9,8,9,9,9,9,9,97,103,28,9,9
739,9,9,9,9,9,11,10,14,10,9,9,9,7
740,9,9,9,9,9,9,17,9,10,9,9,39,6
741,9,9,9,9,9,9,14,9,10,9,9,9,11
742,11,9,12,12,11,10,10,9,11,12,12,10,6
743,9,9,9,14,10,9,18,9,10,24,9,9,6
744,9,8,9,9,95,13,15,9,10,9,19,9,6
745,9,9,10,9,9,9,9,9,10,9,9,9,6
746,9,9,9,9,10,9,9,9,10,9,9,10,6
747,9,9,9,42,9,11,10,9,10,9,9,9,6
748,9,9,10,9,9,13,9,9,11,50,17,9,6
749,16,10,8,9,10,9,9,9,10,9,9,17,6
750,9,9,25,9,16,9,9,9,10,9,9,11,6
751,9,105,9,9,11,10,10,10,11,10,10,10,16
752,55,9,9,10,12,10,10,10,11,10,10,10,6
753,11,9,12,10,11,11,10,10,11,10,10,10,6
754,10,10,10,10,11,10,10,10,11,11,55,10,6
755,9,16,9,9,9,12,9,9,10,10,12,9,6
756,9,9,9,8,9,9,9,9,10,9,9,9,14
757,9,9,9,9,10,9,17,9,10,28,9,9,7
758,9,9,9,9,9,9,9,9,10,10,11,9,22
759,10,9,9,33,9,9,9,10,10,9,9,9,6
760,9,9,11,43,9,9,47,51,30,10,9,17,6
761,9,9,9,9,10,9,9,9,10,9,9,9,6
762,10,9,9,9,10,9,9,9,10,9,57,11,7
763,10,10,16,17,11,10,10,11,12,18,74,117,8
764,11,10,10,10,11,10,10,10,11,11,10,10,9
765,10,10,10,57,11,10,10,10,11,10,10,10,7
766,9,9,16,9,10,9,9,9,10,10,9,9,6
767,9,13,9,9,9,11,9,47,10,10,9,9,6
768,10,9,9,14,10,9,9,10,10,10,9,9,6
769,9,9,9,9,10,9,9,33,76,9,9,22,6
770,9,9,9,9,10,24,14,9,10,10,10,9,6
771,9,9,9,9,9,10,9,10,10,9,36,9,6
772,9,9,14,41,11,10,9,9,10,9,17,9,6
773,9,9,10,9,10,10,11,9,10,9,10,9,12
774,9,9,9,10,11,10,14,17,22,31,10,10,6
775,9,14,11,10,10,9,9,15,10,10,10,9,8
776,66,9,9,10,10,9,9,9,10,44,9,9,6
777,9,9,9,12,10,9,9,10,11,10,9,9,6
778,9,48,9,9,12,9,16,11,10,9,9,9,10
779,9,10,9,9,10,9,9,9,10,15,11,9,6
780,9,23,9,8,10,9,9,9,11,9,9,9,6
781,9,12,10,24,10,9,9,9,10,10,9,9,6
782,9,9,9,9,10,9,9,9,10,10,9,9,7
783,10,10,9,16,11,11,10,10,18,10,10,10,6
784,10,10,10,9,20,11,10,10,11,10,10,62,6
785,9,9,10,10,17,10,11,10,19,23,20,60,6
786,15,9,9,10,11,12,10,10,11,10,10,10,6
787,9,9,9,12,10,9,17,9,10,10,9,9,6
788,11,9,9,9,10,9,9,9,11,10,10,9,66
789,21,146,33,10,22,9,9,9,10,9,10,10,6
790,13,9,9,9,42,9,9,9,10,10,9,11,7
791,9,9,9,9,10,9,10,9,11,10,9,9,19
792,9,9,9,9,11,13,10,9,10,90,15,9,6
793,9,9,9,9,11,9,20,9,10,10,9,10,6
794,9,9,9,12,10,97,12,9,18,9,13,9,6
795,10,10,10,10,11,10,17,10,15,10,11,11,6
796,10,10,10,10,11,10,10,10,11,10,11,10,6
797,10,10,10,14,11,10,14,11,11,11,10,10,6
798,10,9,9,9,11,10,9,10,11,9,12,9,6
799,9,9,9,10,10,9,9,9,16,15,11,9,6
800,9,9,9,9,10,15,9,15,46,9,10,9,6
801,9,9,9,9,10,9,9,10,17,11,9,9,6
802,10,9,11,9,10,9,9,9,10,10,9,9,6
803,13,9,9,9,10,9,10,9,11,10,9,10,6
804,9,9,9,9,10,9,9,12,12,10,10,9,6
805,64,9,48,9,10,9,9,10,10,13,17,10,6
806,10,13,9,10,12,10,10,10,11,11,10,10,6
807,9,11,9,9,10,9,16,9,10,10,27,10,6
808,10,24,9,13,10,9,9,9,11,10,9,9,6
809,10,9,10,22,16,11,9,10,10,16,9,18,6
810,9,9,9,9,10,13,10,9,20,10,9,9,6
811,9,9,15,9,10,9,47,9,17,10,9,10,6
812,10,9,9,9,18,22,10,21,10,10,22,9,6
813,9,9,9,9,11,9,9,13,47,11,18,9,6
814,9,9,9,9,10,9,9,23,75,118,13,9,6
815,10,10,10,10,11,10,10,10,11,11,10,10,6
816,10,11,10,10,11,10,21,10,11,11,11,10,9
817,10,21,10,10,11,10,11,10,14,11,10,10,17
818,10,10,10,10,12,10,10,10,11,11,11,10,6
819,9,9,9,9,11,9,9,9,10,10,18,9,6
820,9,9,9,10,10,10,37,67,16,10,9,10,7
821,9,9,9,9,10,9,9,9,10,10,10,9,6
822,9,9,9,9,35,9,9,9,11,10,10,9,6
823,9,9,17,13,10,29,9,10,10,10,15,9,6
824,9,9,10,9,11,9,10,11,13,10,10,12,6
825,11,9,9,9,10,9,9,10,10,10,10,10,6
826,9,9,9,10,10,10,9,9,36,10,11,9,6
827,10,27,10,12,11,10,10,11,17,10,13,10,6
828,10,11,17,10,11,10,17,10,11,11,12,10,13
829,10,10,10,10,11,11,10,10,11,11,11,11,6
830,9,10,15,15,10,9,9,10,11,10,10,9,6
831,9,9,9,9,10,10,9,9,10,10,10,9,12
832,10,9,9,9,10,10,9,9,10,10,10,10,6
833,9,9,17,9,10,9,9,9,12,10,48,10,10
834,10,9,9,9,12,9,11,9,11,10,9,11,6
835,9,10,9,9,10,10,9,9,11,10,10,12,6
836,9,9,9,9,10,9,10,15,10,10,16,10,6
837,9,9,9,9,10,10,9,9,11,10,10,9,6
838,10,10,10,10,11,10,10,11,11,11,10,10,6
839,9,15,9,9,10,10,10,9,10,13,10,10,19
840,9,9,9,10,14,9,9,10,11,10,11,9,6
841,9,9,9,9,10,10,9,9,11,79,114,14,6
842,9,9,10,9,10,9,9,9,10,10,9,10,6
843,9,9,9,9,10,9,9,9,11,10,10,9,6
844,9,9,9,9,10,9,10,10,11,10,10,10,10
845,20,9,14,9,21,11,9,14,11,11,10,16,7
846,9,9,9,9,10,22,9,11,11,10,10,10,6
847,10,10,10,10,13,18,122,12,11,11,11,11,6
848,10,10,10,10,12,10,10,10,11,11,19,17,6
849,11,14,68,10,11,10,10,10,11,10,10,11,7
850,10,10,12,10,13,32,10,11,12,11,10,10,6
851,9,9,10,9,10,12,9,9,10,10,10,10,6
852,15,9,9,9,10,10,9,9,17,10,10,11,6
853,9,10,9,9,10,15,9,10,10,10,10,10,6
854,9,9,9,9,10,10,9,9,10,10,11,10,6
855,11,9,9,9,19,9,9,9,11,13,16,10,12
856,9,10,9,9,10,10,9,9,10,11,10,9,7
857,16,40,9,9,10,10,9,9,10,11,10,9,6
858,10,9,10,9,28,10,10,9,10,12,10,10,6
859,10,14,10,11,11,11,10,11,12,11,11,10,6
860,10,10,14,10,16,10,10,12,11,11,10,11,6
861,10,47,60,10,11,10,10,10,11,11,11,11,7
862,12,9,10,10,10,10,10,9,11,10,10,10,13
863,10,9,9,9,10,10,9,12,11,10,10,10,6
864,9,9,9,9,10,10,12,9,10,10,10,9,6
865,9,10,10,28,10,10,9,9,10,10,10,10,8
866,10,40,9,9,10,12,10,9,11,10,10,11,6
867,9,9,10,9,10,9,10,22,39,157,13,10,7
868,9,9,9,9,10,9,10,9,10,10,10,22,6
869,9,52,9,9,11,10,47,10,11,10,10,10,6
870,10,10,21,10,12,11,11,10,16,11,10,11,6
871,13,11,10,9,10,10,9,36,11,10,10,10,6
872,11,10,10,9,10,9,10,9,11,20,10,97,10
873,12,16,9,9,23,10,9,9,10,10,10,13,6
874,9,9,9,9,10,10,10,10,11,10,10,10,6
875,10,10,9,9,12,10,10,9,11,14,10,38,6
876,10,11,9,9,10,10,9,10,11,10,10,10,7
877,11,9,9,9,11,10,9,9,12,10,10,10,6
878,9,10,11,10,10,47,10,10,11,14,10,10,6
879,11,10,10,10,12,11,11,10,11,11,11,11,6
880,10,10,11,11,12,11,17,10,12,11,12,11,6
881,10,10,10,12,12,11,14,10,13,11,11,11,6
882,10,10,10,10,12,11,11,14,11,11,11,10,6
883,9,10,9,10,10,10,10,9,11,10,12,16,6
884,9,9,9,9,10,9,10,9,11,10,13,10,6
885,9,9,51,10,10,16,10,10,11,11,11,10,7
886,10,9,9,9,10,19,9,11,11,15,10,10,6
887,9,9,9,11,17,10,10,9,11,10,10,10,6
888,9,9,10,10,11,10,10,10,11,10,10,10,7
889,10,10,9,9,10,10,26,10,11,10,10,10,6
890,10,9,10,9,10,12,10,9,11,50,10,9,6
891,10,10,11,11,12,11,11,11,11,11,11,11,6
892,10,10,12,10,16,11,11,13,12,11,11,10,6
893,10,10,16,10,12,11,16,79,124,12,11,13,6
894,9,9,10,9,11,10,10,14,17,10,10,10,6
895,20,9,10,11,11,13,10,10,11,10,10,10,6
896,10,9,9,9,11,10,9,10,11,11,12,10,9
897,9,11,9,9,10,9,9,9,11,10,10,10,7
898,9,9,9,9,11,16,10,10,11,10,10,67,6
899,9,10,87,24,10,9,10,9,11,10,10,10,6
900,9,9,9,10,11,10,10,16,11,10,10,30,11
901,10,10,9,9,21,22,10,9,13,15,10,10,7
902,10,10,10,17,12,10,10,10,12,11,11,10,6
903,10,9,9,9,10,10,10,9,11,11,10,10,6
904,15,10,9,9,12,10,10,20,11,11,11,10,6
905,10,10,9,9,10,9,10,11,11,10,10,10,6
906,9,10,9,10,10,36,10,10,11,11,12,10,6
907,13,10,10,9,19,46,9,9,13,10,10,10,6
908,10,9,29,162,12,56,10,12,13,14,13,14,6
909,10,9,10,9,10,10,9,10,11,11,10,10,6
910,9,10,10,9,10,10,10,10,92,10,10,10,6
911,10,10,14,20,13,11,11,11,13,11,11,11,6
912,10,10,11,11,12,11,12,55,11,12,11,13,6
913,10,10,10,10,12,11,11,10,11,11,11,12,6
914,10,11,10,10,12,11,11,58,12,11,11,11,7
915,10,10,10,10,10,10,10,10,11,11,10,10,6
916,10,9,10,16,14,10,11,10,11,10,10,10,6
917,9,10,10,16,10,12,10,37,152,15,10,11,31
918,10,9,9,9,12,10,10,10,11,10,10,10,6
919,10,10,10,10,11,10,10,10,11,10,10,10,6
920,10,10,10,10,11,10,10,10,11,10,10,10,6
921,14,11,10,12,11,10,10,11,11,11,11,10,6
922,10,10,10,10,18,10,12,18,11,10,10,10,6
923,11,10,11,11,107,11,11,12,12,11,11,11,6
924,10,24,10,10,12,11,11,11,12,11,11,11,6
925,11,10,17,11,12,11,11,98,12,11,12,11,6
926,11,10,18,9,11,10,10,10,11,10,10,43,6
927,9,10,16,9,11,10,10,10,11,10,10,10,7
928,10,10,10,10,11,10,10,12,11,60,10,10,6
929,10,10,10,9,11,10,10,10,11,10,10,10,6
930,10,10,10,10,11,10,10,10,11,10,11,15,8
931,10,10,11,12,11,11,10,10,11,10,10,10,6
932,10,10,10,11,11,10,10,10,13,11,10,10,6
933,11,10,10,10,11,10,10,10,11,11,10,10,6
934,11,11,12,11,12,11,11,11,12,11,11,11,9
935,10,18,10,9,10,10,15,10,15,20,10,10,7
936,15,9,10,10,10,10,15,10,11,11,10,11,7
937,9,10,10,10,10,10,10,10,11,11,10,11,6
938,9,15,10,9,10,10,10,10,11,11,16,10,6
939,10,11,10,10,11,10,10,10,11,12,12,11,7
940,10,10,11,10,11,10,10,46,11,10,10,10,6
941,9,9,10,10,10,10,10,16,11,10,38,10,10
942,10,15,10,10,11,12,17,10,11,11,10,10,6
943,10,10,11,158,37,11,10,10,12,11,11,11,6
944,10,11,11,13,12,11,11,11,160,11,11,11,6
945,10,11,10,10,12,11,11,11,12,15,11,11,6
946,10,10,15,12,12,11,11,11,12,11,11,12,7
947,10,11,10,10,11,10,10,10,11,11,11,22,7
948,105,10,10,10,11,10,10,12,11,11,11,10,6
949,9,10,12,10,11,10,20,10,11,11,10,10,7
950,10,10,10,10,11,10,10,10,11,10,14,11,6
951,10,10,10,10,11,15,10,10,11,10,10,17,7
952,10,11,10,12,27,10,15,11,11,10,11,10,6
953,10,10,10,10,11,10,11,10,11,11,12,10,6
954,10,10,10,11,11,44,10,10,12,11,10,10,6
955,11,11,11,11,13,11,11,11,13,12,11,11,6
956,11,11,10,14,13,12,11,11,12,12,77,11,6
957,11,11,11,12,12,11,11,11,12,11,11,11,6
958,10,10,10,10,11,10,10,11,11,11,11,10,6
959,10,17,10,10,13,11,10,10,11,11,10,10,6
960,10,10,11,10,11,10,10,10,17,11,10,10,17
961,12,12,30,10,30,10,10,10,11,10,17,10,7
962,10,10,19,10,18,10,11,10,17,12,17,10,6
963,10,10,10,10,11,10,10,23,11,38,10,10,6
964,10,10,17,12,11,11,20,23,11,10,11,10,16
965,10,37,10,10,11,38,10,11,11,11,13,10,6
966,11,14,11,10,12,11,19,11,13,12,12,17,10
967,10,60,154,13,10,10,10,10,11,10,11,10,6
968,10,10,10,10,11,10,12,10,11,11,10,17,6
969,10,10,30,10,11,10,10,23,11,10,10,10,7
970,10,10,11,10,11,20,10,10,18,11,11,10,8
971,16,16,10,10,11,10,10,10,23,14,10,10,7
972,10,10,10,10,11,10,10,10,106,35,10,10,7
973,10,10,10,11,35,10,10,10,11,11,23,10,27
974,10,10,10,10,11,10,10,12,12,11,10,10,6
975,14,11,11,11,12,14,11,12,12,12,12,11,6
976,11,11,11,12,13,11,11,11,12,12,12,11,7
977,11,11,11,11,12,12,11,11,12,11,11,11,6
978,17,10,12,11,12,11,13,11,12,12,11,11,6
979,10,10,10,10,11,10,10,10,11,12,10,10,6
980,10,10,10,11,11,10,10,13,11,10,10,10,6
981,10,16,52,10,11,10,10,10,12,12,58,10,7
982,13,10,10,10,11,33,11,10,11,11,11,10,6
